,SalePrice,OverallQual,OverallCond,BedroomAbvGr,TotRmsAbvGrd,GrLivArea,TotalBsmtSF,YearBuilt,MSZoning,Utilities,BldgType
367,165000,6,5,3,6,1431,1099,1962,RL,AllPub,1Fam
368,132000,5,6,2,7,1268,1268,1954,RL,AllPub,1Fam
369,162000,5,7,3,7,1287,1063,1959,RL,AllPub,1Fam
370,172400,6,5,3,7,1664,953,2000,RL,AllPub,1Fam
371,134432,4,4,4,7,1588,0,1959,RL,AllPub,1Fam
372,125000,6,5,2,4,752,744,1984,RL,AllPub,TwnhsE
373,123000,5,6,3,5,1319,608,1953,RL,AllPub,1Fam
374,219500,7,5,4,8,1928,847,2003,RL,AllPub,1Fam
375,61000,1,1,1,4,904,683,1922,RL,AllPub,1Fam
376,148000,5,5,2,5,914,870,1996,RL,AllPub,1Fam
377,340000,8,5,4,8,2466,1580,2004,FV,AllPub,1Fam
378,394432,9,2,1,8,1856,1856,2010,RL,AllPub,1Fam
379,179000,6,5,3,7,1800,982,2000,RL,AllPub,1Fam
380,127000,5,6,3,6,1691,1026,1924,RL,AllPub,1Fam
381,187750,7,5,2,5,1301,1293,2006,FV,AllPub,1Fam
382,213500,7,5,3,8,1797,939,2006,RL,AllPub,1Fam
383,76000,6,3,2,5,784,784,1928,RH,AllPub,1Fam
384,240000,6,5,3,9,1953,1580,1992,RL,AllPub,1Fam
385,192000,8,5,2,6,1269,1256,2004,RL,AllPub,TwnhsE
386,81000,5,3,5,8,1184,658,1910,RL,AllPub,1Fam
387,125000,6,6,3,6,1125,1041,1976,RL,AllPub,1Fam
388,191000,7,5,3,6,1479,1468,1999,RL,AllPub,1Fam
389,426000,10,5,3,9,2332,1682,2007,RL,AllPub,1Fam
390,119000,5,8,4,7,1367,861,1900,RL,AllPub,1Fam
391,215000,6,5,3,7,1961,804,2001,RL,AllPub,1Fam
392,106500,5,7,3,5,882,0,1959,RL,AllPub,1Fam
393,100000,4,5,2,4,788,788,1941,RL,AllPub,1Fam
394,109000,5,6,2,5,1034,735,1940,RL,AllPub,1Fam
395,129000,5,6,3,6,1144,1144,1956,RL,AllPub,1Fam
396,123000,5,5,2,6,894,894,1972,RL,AllPub,1Fam
397,169500,5,5,4,8,1812,864,1962,RL,AllPub,1Fam
398,67000,5,2,2,6,1077,961,1920,RM,AllPub,1Fam
399,241000,7,5,2,7,1550,1092,2006,FV,AllPub,1Fam
400,245500,8,5,1,4,1288,1260,1996,RL,AllPub,TwnhsE
401,164990,7,5,3,6,1310,1310,2005,RL,AllPub,1Fam
402,108000,5,8,2,4,672,672,1940,RL,AllPub,1Fam
403,258000,8,5,4,10,2263,1141,1998,RL,AllPub,1Fam
404,168000,6,5,3,7,1572,806,1995,RL,AllPub,1Fam
405,150000,4,4,3,8,1620,1281,1976,RL,AllPub,1Fam
406,115000,6,5,3,6,1639,1064,1936,RL,AllPub,1Fam
407,177000,6,7,4,8,1680,840,1915,RL,AllPub,1Fam
408,280000,7,5,3,9,2172,1063,2006,RL,AllPub,1Fam
409,339750,8,5,3,8,2078,1034,2007,FV,AllPub,1Fam
410,60000,5,3,3,5,1276,1276,1958,RL,AllPub,1Fam
411,145000,5,5,3,5,1056,1056,1955,RL,AllPub,2fmCon
412,222000,7,5,2,7,1478,1470,2009,FV,AllPub,1Fam
413,115000,5,6,2,5,1028,1008,1927,RM,AllPub,1Fam
414,228000,7,5,3,9,2097,1080,1993,RL,AllPub,1Fam
415,181134,7,5,3,6,1340,1340,2007,RL,AllPub,1Fam
416,149500,6,7,3,6,1400,672,1978,RL,AllPub,1Fam
417,239000,6,6,4,10,2624,1370,1918,RL,AllPub,1Fam
418,126000,5,6,3,7,1134,756,1940,RL,AllPub,1Fam
419,142000,5,6,3,6,1056,1056,1968,RL,AllPub,1Fam
420,206300,7,5,2,8,1344,1344,1997,RM,AllPub,Duplex
421,215000,6,7,3,8,1602,1602,1977,RL,AllPub,1Fam
422,113000,5,5,2,4,988,988,1954,RL,AllPub,1Fam
423,315000,8,5,4,8,2630,1470,1998,RL,AllPub,1Fam
424,139000,6,5,2,6,1196,1196,1956,RL,AllPub,1Fam
425,135000,7,8,3,6,1389,651,1946,RM,AllPub,1Fam
426,275000,7,5,2,5,1644,1518,1989,RL,AllPub,1Fam
427,109008,4,6,3,5,907,907,1957,RL,AllPub,1Fam
428,195400,7,5,2,6,1208,1208,2007,RL,AllPub,1Fam
429,175000,6,5,3,6,1412,1392,1988,RL,AllPub,1Fam
430,85400,6,5,2,4,987,483,1971,RM,AllPub,Twnhs
431,79900,6,7,4,7,1198,901,1920,RM,AllPub,1Fam
432,122500,5,5,2,6,1365,765,1971,RM,AllPub,TwnhsE
433,181000,6,5,3,7,1604,926,1997,RL,AllPub,1Fam
434,81000,4,7,1,3,630,630,1972,RM,AllPub,Twnhs
435,212000,7,6,3,6,1661,799,1996,RL,AllPub,1Fam
436,116000,6,8,2,6,1118,648,1920,RM,AllPub,1Fam
437,119000,6,7,2,4,904,884,1926,RM,AllPub,1Fam
438,90350,5,6,2,4,694,440,1913,RL,AllPub,1Fam
439,110000,6,8,3,7,1196,684,1920,RL,AllPub,1Fam
440,555000,10,5,2,10,2402,3094,2008,RL,AllPub,1Fam
441,118000,4,4,4,8,1440,1440,1955,RL,AllPub,Duplex
442,162900,5,7,3,8,1573,1078,1930,RM,AllPub,1Fam
443,172500,7,5,2,6,1258,1258,2006,RL,AllPub,TwnhsE
444,210000,7,5,4,8,1908,915,1994,RL,AllPub,1Fam
445,127500,6,5,3,7,1689,1436,1956,RL,AllPub,1Fam
446,190000,6,6,2,6,1888,1517,1966,RL,AllPub,1Fam
447,199900,7,5,4,10,1886,930,1998,RL,AllPub,1Fam
448,119500,6,6,3,7,1376,780,1937,RM,AllPub,1Fam
449,120000,3,7,2,6,1183,649,1948,RM,AllPub,1Fam
450,110000,6,8,2,5,813,813,1930,RM,AllPub,1Fam
451,280000,7,5,2,5,1533,1533,1975,RL,AllPub,1Fam
452,204000,6,5,3,7,1756,872,1996,RL,AllPub,1Fam
453,210000,8,5,3,6,1590,768,2008,FV,AllPub,1Fam
454,188000,5,5,4,8,1728,1728,1976,RL,AllPub,Duplex
455,175500,7,6,3,6,1242,1242,1973,RL,AllPub,1Fam
456,98000,5,5,4,7,1344,624,1916,RM,AllPub,1Fam
457,256000,4,6,2,6,1663,1364,1954,RL,AllPub,1Fam
458,161000,8,7,3,7,1666,588,1925,RM,AllPub,1Fam
459,110000,5,4,3,5,1203,709,1950,RL,AllPub,1Fam
460,263435,8,5,3,8,1935,832,2009,FV,AllPub,1Fam
461,155000,7,9,3,6,1135,560,1936,RL,AllPub,1Fam
462,62383,5,5,3,5,864,864,1965,RL,AllPub,1Fam
463,188700,6,7,3,6,1660,715,1934,RL,AllPub,1Fam
464,124000,5,5,3,5,1040,1040,1978,RL,AllPub,1Fam
465,178740,7,5,2,6,1414,1375,2004,RM,AllPub,TwnhsE
466,167000,7,5,2,5,1277,1277,1970,RL,AllPub,1Fam
467,146500,5,7,3,7,1644,728,1942,RL,AllPub,1Fam
468,250000,8,5,3,7,1634,1626,2006,RL,AllPub,1Fam
469,187000,6,5,3,7,1710,832,1993,RL,AllPub,1Fam
470,212000,8,5,1,4,1502,1488,1985,RL,AllPub,TwnhsE
471,190000,7,6,3,8,1969,808,1977,RL,AllPub,1Fam
472,148000,6,5,2,5,1072,547,2005,RM,AllPub,TwnhsE
473,440000,8,5,2,7,1976,1976,2006,RL,AllPub,1Fam
474,251000,8,5,2,6,1652,1494,2000,RL,AllPub,TwnhsE
475,132500,5,6,2,5,970,970,1963,RL,AllPub,1Fam
476,208900,6,5,3,7,1493,1478,1997,RL,AllPub,1Fam
477,380000,9,5,3,9,2643,2153,2006,RL,AllPub,1Fam
478,297000,8,5,3,7,1718,1705,2007,RL,AllPub,1Fam
479,89471,4,7,2,7,1131,907,1937,RM,AllPub,1Fam
480,326000,9,5,3,8,1850,1833,2004,RL,AllPub,1Fam
481,374000,9,5,2,6,1792,1792,2003,RL,AllPub,1Fam
482,155000,7,8,4,7,1826,910,1915,RM,AllPub,1Fam
483,164000,6,5,2,5,1216,1216,1998,RM,AllPub,Twnhs
484,132500,5,7,3,6,999,999,1962,RL,AllPub,1Fam
485,147000,5,7,3,5,1113,1113,1950,RL,AllPub,1Fam
486,156000,5,7,3,6,1073,1073,1965,RL,AllPub,1Fam
487,175000,5,6,3,7,1484,1484,1971,RL,AllPub,1Fam
488,160000,5,4,3,10,2414,954,1900,RL,AllPub,2fmCon
489,86000,4,8,1,3,630,630,1970,RM,AllPub,Twnhs
490,115000,5,6,3,4,1304,264,1976,RM,AllPub,TwnhsE
491,133000,6,7,3,5,1578,806,1941,RL,AllPub,1Fam
492,172785,6,5,3,8,1456,728,2006,RL,AllPub,1Fam
493,155000,5,6,3,6,1269,1269,1960,RL,AllPub,1Fam
494,91300,5,8,2,4,886,190,1938,RM,AllPub,1Fam
495,34900,4,5,2,4,720,720,1920,C (all),AllPub,1Fam
496,430000,8,5,4,10,3228,3200,1992,RL,AllPub,1Fam
497,184000,7,6,4,8,1820,1026,1925,RL,AllPub,1Fam
498,130000,5,7,3,5,899,864,1967,RL,AllPub,1Fam
499,120000,5,7,2,5,912,912,1958,RL,AllPub,1Fam
500,113000,6,5,3,7,1218,672,1973,RM,AllPub,Twnhs
501,226700,7,5,3,7,1768,866,2005,FV,AllPub,1Fam
502,140000,5,7,2,6,1214,1214,1965,RL,AllPub,1Fam
503,289000,7,8,1,6,1801,1501,1959,RL,AllPub,1Fam
504,147000,6,5,3,6,1322,855,1974,RL,AllPub,TwnhsE
505,124500,5,5,4,10,1960,960,1952,RM,AllPub,Duplex
506,215000,8,5,3,8,1911,777,1993,RL,AllPub,1Fam
507,208300,6,5,2,4,1218,1218,2009,FV,AllPub,1Fam
508,161000,7,9,3,7,1378,689,1928,RM,AllPub,1Fam
509,124500,5,6,3,6,1041,1041,1959,RL,AllPub,1Fam
510,164900,5,7,2,6,1363,1008,1951,RL,AllPub,1Fam
511,202665,7,5,2,6,1368,1368,2005,RL,AllPub,TwnhsE
512,129900,5,5,3,5,864,864,1958,RL,AllPub,1Fam
513,134000,6,5,3,5,1080,1084,1983,RL,AllPub,1Fam
514,96500,5,5,2,5,789,768,1926,RL,AllPub,1Fam
515,402861,10,5,3,9,2020,2006,2009,RL,AllPub,1Fam
516,158000,6,6,3,7,2119,689,1972,RL,AllPub,1Fam
517,265000,7,5,3,7,2344,1264,1996,RL,AllPub,1Fam
518,211000,6,5,3,7,1796,794,1998,RL,AllPub,1Fam
519,234000,7,9,3,9,2080,1276,1926,RL,AllPub,1Fam
520,106250,4,7,3,7,1294,0,1900,RL,AllPub,2fmCon
521,150000,6,6,3,6,1244,1244,1957,RL,AllPub,1Fam
522,159000,6,7,3,7,1664,1004,1947,RM,AllPub,1Fam
523,184750,10,5,3,11,4676,3138,2007,RL,AllPub,1Fam
524,315750,7,5,3,8,2398,1379,1996,RL,AllPub,1Fam
525,176000,7,5,3,6,1266,1257,2005,FV,AllPub,1Fam
526,132000,5,7,2,4,928,928,1956,RL,AllPub,1Fam
527,446261,9,5,3,11,2713,1452,2008,RL,AllPub,1Fam
528,86000,4,7,2,5,605,528,1920,RL,AllPub,1Fam
529,200624,6,3,4,9,2515,2035,1957,RL,AllPub,1Fam
530,175000,6,5,3,5,1509,1461,1988,RL,AllPub,1Fam
531,128000,6,8,3,6,1362,611,1920,RM,AllPub,1Fam
532,107500,5,7,2,5,827,0,1955,RL,AllPub,1Fam
533,39300,1,3,1,2,334,0,1946,RL,AllPub,1Fam
534,178000,8,5,3,6,1414,707,2004,RL,AllPub,1Fam
535,107500,5,7,3,5,1347,1117,1910,RL,AllPub,2fmCon
536,188000,7,5,3,8,1724,880,1998,RL,AllPub,1Fam
537,111250,4,5,3,5,864,864,1972,RL,AllPub,1Fam
538,158000,5,5,3,7,1159,1051,1968,RL,AllPub,1Fam
539,272000,8,5,3,6,1601,1581,2001,RL,AllPub,1Fam
540,315000,9,5,2,8,1838,1838,2006,RL,AllPub,1Fam
541,248000,8,5,4,8,2285,969,2000,RL,AllPub,1Fam
542,213250,7,5,3,7,1680,1650,1998,RL,AllPub,1Fam
543,133000,7,5,1,4,767,723,1998,RH,AllPub,TwnhsE
544,179665,7,5,3,7,1496,654,2006,RL,AllPub,1Fam
545,229000,7,5,4,9,2183,1204,1988,RL,AllPub,1Fam
546,210000,6,7,3,6,1635,1065,1923,RL,AllPub,1Fam
547,129500,5,7,2,5,768,768,1970,RL,AllPub,1Fam
548,125000,5,7,2,4,825,825,1955,RM,AllPub,1Fam
549,263000,7,5,4,8,2094,912,2003,FV,AllPub,1Fam
550,140000,6,6,2,4,1069,1069,1977,RL,AllPub,TwnhsE
551,112500,5,6,3,5,928,928,1957,RM,AllPub,1Fam
552,255500,8,5,3,7,1717,1709,2006,RL,AllPub,1Fam
553,108000,4,5,2,5,1126,0,1949,RL,AllPub,1Fam
554,284000,7,5,3,8,2046,998,2003,RL,AllPub,1Fam
555,113000,5,6,2,5,1048,993,1922,RM,AllPub,1Fam
556,141000,5,5,2,6,1092,1092,1957,RL,AllPub,1Fam
557,108000,4,6,3,7,1336,637,1920,C (all),AllPub,1Fam
558,175000,7,5,3,6,1446,729,1996,RL,AllPub,1Fam
559,234000,7,5,2,7,1557,1374,2003,RL,AllPub,TwnhsE
560,121500,5,6,3,5,1392,1392,1957,RL,AllPub,1Fam
561,170000,5,5,2,6,1389,1389,1974,RL,AllPub,1Fam
562,108000,5,6,3,6,996,996,1940,RL,AllPub,1Fam
563,185000,6,7,4,8,1674,1163,1918,RL,AllPub,1Fam
564,268000,7,5,4,9,2295,1095,1992,RL,AllPub,1Fam
565,128000,6,4,4,6,1647,806,1915,RL,AllPub,1Fam
566,325000,9,5,4,11,2504,1122,2005,RL,AllPub,1Fam
567,214000,7,5,3,7,1535,1517,2004,RL,AllPub,1Fam
568,316600,8,8,1,5,2132,1496,1983,RL,AllPub,1Fam
569,135960,5,5,2,4,943,943,1979,RL,AllPub,Duplex
570,142600,5,5,6,10,1728,1728,1965,RL,AllPub,Duplex
571,120000,6,6,2,4,864,864,1959,RL,AllPub,1Fam
572,224500,7,5,3,6,1692,846,2009,RL,AllPub,1Fam
573,170000,7,5,3,8,1430,384,2000,RL,AllPub,1Fam
574,139000,5,7,3,5,1109,372,1971,RL,AllPub,1Fam
575,118500,5,5,2,6,1216,832,1947,RL,AllPub,1Fam
576,145000,7,7,3,6,1477,861,1928,RL,AllPub,1Fam
577,164500,5,6,3,6,1320,1164,1966,RL,AllPub,1Fam
578,146000,7,5,2,5,1392,689,2007,FV,AllPub,TwnhsE
579,131500,5,5,4,7,1795,1050,1954,RM,AllPub,1Fam
580,181900,6,6,3,7,1429,1144,1960,RL,AllPub,1Fam
581,253293,8,5,3,8,2042,2042,2008,RL,AllPub,1Fam
582,118500,6,5,3,5,816,816,1990,RL,AllPub,Duplex
583,325000,10,9,3,9,2775,1237,1893,RM,AllPub,1Fam
584,133000,4,7,3,6,1573,884,1935,RM,AllPub,1Fam
585,369900,8,5,2,7,2028,1868,2005,RL,AllPub,1Fam
586,130000,6,7,2,5,838,816,1918,RL,AllPub,1Fam
587,137000,5,6,2,4,860,840,1982,RL,AllPub,1Fam
588,143000,5,8,1,5,1473,1437,1968,RL,AllPub,1Fam
589,79500,5,6,2,4,935,742,1930,RM,AllPub,1Fam
590,185900,7,5,3,6,1582,770,2004,RL,AllPub,1Fam
591,451950,10,5,3,10,2296,1722,2008,RL,AllPub,1Fam
592,138000,5,8,2,4,816,816,1982,RL,AllPub,1Fam
593,140000,6,5,1,4,848,848,2003,RM,AllPub,TwnhsE
594,110000,5,6,3,5,924,924,1975,RL,AllPub,1Fam
595,319000,8,5,3,7,1826,1814,2005,RL,AllPub,1Fam
596,114504,6,7,3,7,1368,684,1910,RM,AllPub,1Fam
597,194201,7,5,2,7,1402,1258,2006,RL,AllPub,TwnhsE
598,217500,5,6,3,7,1647,1430,1977,RL,AllPub,1Fam
599,151000,6,6,3,6,1556,716,1980,RM,AllPub,Twnhs
600,275000,8,5,3,8,1904,1058,2005,RL,AllPub,1Fam
601,141000,6,6,3,6,1375,780,1937,RM,AllPub,1Fam
602,220000,8,5,3,8,1915,908,1992,RL,AllPub,1Fam
603,151000,7,5,2,4,1200,600,2004,FV,AllPub,TwnhsE
604,221000,7,5,3,6,1494,1494,2002,RL,AllPub,1Fam
605,205000,7,6,3,7,1986,768,1965,RL,AllPub,1Fam
606,152000,5,5,3,6,1040,1040,1996,RL,AllPub,1Fam
607,225000,5,8,3,8,2008,896,1948,RL,AllPub,1Fam
608,359100,8,6,4,10,3194,965,1934,RL,AllPub,1Fam
609,118500,4,5,3,5,1029,1029,1961,RL,AllPub,1Fam
610,313000,9,5,3,8,2153,1440,2000,RL,AllPub,1Fam
611,148000,6,6,3,6,1032,1032,1978,RL,AllPub,1Fam
612,261500,8,5,3,7,1872,1299,2001,RL,AllPub,1Fam
613,147000,5,5,3,6,1120,1120,2007,RL,AllPub,1Fam
614,75500,4,6,1,3,630,630,1972,RM,AllPub,TwnhsE
615,137500,6,7,3,6,1054,936,1963,RL,AllPub,1Fam
616,183200,6,5,3,7,1509,783,2002,RL,AllPub,1Fam
617,105500,6,6,2,4,832,832,1954,RL,AllPub,1Fam
618,314813,9,5,3,9,1828,1822,2007,RL,AllPub,1Fam
619,305000,8,5,4,10,2262,1482,2003,RL,AllPub,1Fam
620,67000,3,3,2,5,864,864,1914,RL,AllPub,1Fam
621,240000,6,7,4,9,2614,1522,1974,RL,AllPub,1Fam
622,135000,5,6,3,6,980,980,1977,RL,AllPub,1Fam
623,168500,6,5,2,4,1512,756,2000,FV,AllPub,TwnhsE
624,165150,6,5,4,8,1790,732,1972,RL,AllPub,1Fam
625,160000,6,6,3,5,1116,1116,1962,RL,AllPub,1Fam
626,139900,5,5,3,6,1422,978,1960,RL,AllPub,1Fam
627,153000,6,6,3,7,1520,1156,1955,RL,AllPub,1Fam
628,135000,5,5,5,9,2080,1040,1969,RL,AllPub,1Fam
629,168500,6,5,3,6,1350,1248,1964,RL,AllPub,1Fam
630,124000,5,6,3,8,1750,636,1880,RM,AllPub,1Fam
631,209500,8,5,2,6,1554,1554,2006,RL,AllPub,Twnhs
632,82500,7,5,3,6,1411,1386,1977,RL,AllPub,1Fam
633,139400,5,7,3,6,1056,1056,1954,RL,AllPub,1Fam
634,144000,6,5,0,4,1056,1056,1980,RL,AllPub,Duplex
635,200000,6,7,8,14,3395,1440,1914,RH,AllPub,2fmCon
636,60000,2,3,1,4,800,264,1936,RM,AllPub,1Fam
637,93000,5,4,3,7,1387,811,1954,RM,AllPub,2fmCon
638,85000,5,7,2,4,796,796,1910,RL,AllPub,1Fam
639,264561,8,5,1,7,1567,1520,2006,RL,AllPub,TwnhsE
640,274000,8,5,1,6,1518,1518,2003,RL,AllPub,TwnhsE
641,226000,7,5,3,7,1929,1057,2001,FV,AllPub,1Fam
642,345000,8,7,4,9,2704,1952,1972,RL,AllPub,1Fam
643,152000,5,5,4,7,1620,780,1969,RL,AllPub,1Fam
644,370878,9,5,2,7,1766,1766,2009,FV,AllPub,1Fam
645,143250,6,5,3,5,981,981,1971,RL,AllPub,1Fam
646,98300,5,5,3,7,1048,0,1950,RL,AllPub,1Fam
647,155000,6,5,3,5,1094,1094,1953,RL,AllPub,1Fam
648,155000,6,5,4,7,1839,756,1966,RL,AllPub,1Fam
649,84500,4,6,1,3,630,630,1970,RM,AllPub,Twnhs
650,205950,7,6,3,7,1665,813,2007,FV,AllPub,1Fam
651,108000,4,5,4,7,1510,755,1940,RL,AllPub,1Fam
652,191000,7,5,2,7,1716,880,1996,RL,AllPub,1Fam
653,135000,6,7,3,7,1469,756,1906,RM,AllPub,1Fam
654,350000,8,6,2,7,2113,2109,1995,RL,AllPub,1Fam
655,88000,6,5,3,6,1092,525,1971,RM,AllPub,Twnhs
656,145500,5,7,3,5,1053,1053,1959,RL,AllPub,1Fam
657,149000,7,6,3,6,1502,776,1931,RL,AllPub,1Fam
658,97500,6,5,3,6,1458,912,1948,RL,AllPub,1Fam
659,167000,5,7,3,7,1486,1486,1964,RL,AllPub,1Fam
660,197900,7,7,3,7,1935,793,1976,RL,AllPub,1Fam
661,402000,8,7,4,8,2448,1629,1994,RL,AllPub,1Fam
662,110000,6,3,2,5,1392,1392,1968,RL,AllPub,1Fam
663,137500,4,5,3,6,1181,1138,1972,RL,AllPub,1Fam
664,423000,8,5,1,8,2097,2077,2005,RL,AllPub,1Fam
665,230500,8,5,3,7,1936,1406,2000,RL,AllPub,1Fam
666,129000,6,5,3,7,2380,1021,1965,RL,AllPub,1Fam
667,193500,6,5,3,7,1679,1408,1994,RL,AllPub,1Fam
668,168000,5,6,3,6,1437,1188,1956,RL,AllPub,1Fam
669,137500,4,5,2,5,1180,700,1922,RL,AllPub,1Fam
670,173500,6,5,3,7,1476,738,2005,RL,AllPub,1Fam
671,103600,6,6,3,6,1369,672,1925,RH,AllPub,1Fam
672,165000,6,6,3,6,1208,1208,1977,RL,AllPub,1Fam
673,257500,6,7,3,7,1839,1477,1957,RL,AllPub,1Fam
674,140000,6,6,3,5,1136,1136,1965,RL,AllPub,1Fam
675,148500,6,6,3,7,1441,855,1978,RL,AllPub,Twnhs
676,87000,4,2,4,8,1774,1095,1900,RM,AllPub,1Fam
677,109500,5,8,2,5,792,768,1924,RL,AllPub,1Fam
678,372500,8,5,3,7,2046,2046,2008,RL,AllPub,1Fam
679,128500,5,5,3,5,988,988,1961,RL,AllPub,1Fam
680,143000,6,5,2,5,923,923,1980,RL,AllPub,TwnhsE
681,159434,5,5,3,6,1520,793,1932,RH,AllPub,1Fam
682,173000,6,5,2,6,1291,1291,1996,RL,AllPub,1Fam
683,285000,9,5,3,7,1668,1626,2002,RL,AllPub,1Fam
684,221000,7,5,4,7,1839,1195,1998,RL,AllPub,1Fam
685,207500,7,5,3,6,2090,1190,1984,RL,AllPub,TwnhsE
686,227875,7,6,3,7,1761,874,2007,FV,AllPub,1Fam
687,148800,7,5,2,4,1102,551,2004,FV,AllPub,TwnhsE
688,392000,8,6,2,7,1419,1419,2007,RL,AllPub,1Fam
689,194700,6,5,2,6,1362,1362,2005,RL,AllPub,TwnhsE
690,141000,6,5,1,3,848,848,2004,RM,AllPub,TwnhsE
691,755000,10,6,4,10,4316,2444,1994,RL,AllPub,1Fam
692,335000,7,5,4,9,2519,1210,1989,RL,AllPub,1Fam
693,108480,5,6,2,4,1073,1073,1921,RL,AllPub,1Fam
694,141500,5,6,3,5,1539,927,1936,RM,AllPub,1Fam
695,176000,6,6,2,5,1137,1112,1987,RL,AllPub,1Fam
696,89000,5,7,2,4,616,616,1921,RM,AllPub,1Fam
697,123500,5,7,2,6,1148,980,1952,RL,AllPub,1Fam
698,138500,5,8,3,5,894,894,1965,RL,AllPub,1Fam
699,196000,7,5,2,5,1391,1391,2004,FV,AllPub,TwnhsE
700,312500,8,5,3,7,1800,1800,2002,RL,AllPub,1Fam
701,140000,7,5,3,6,1164,1164,1969,RL,AllPub,1Fam
702,361919,8,5,4,10,2576,1234,2006,RL,AllPub,1Fam
703,140000,5,9,4,8,1812,360,1900,RM,AllPub,2fmCon
704,213000,7,5,3,7,1484,1473,2004,RL,AllPub,1Fam
705,55000,4,5,3,7,1092,0,1930,RM,AllPub,2fmCon
706,302000,7,5,2,5,1824,1643,1971,RL,AllPub,1Fam
707,254000,8,5,2,6,1324,1324,2006,RL,AllPub,TwnhsE
708,179540,7,5,3,8,1456,728,2007,RL,AllPub,1Fam
709,109900,5,7,3,6,904,876,1966,RL,AllPub,1Fam
710,52000,3,6,2,5,729,270,1935,RL,AllPub,1Fam
711,102776,4,7,2,7,1178,859,1900,C (all),AllPub,1Fam
712,189000,8,5,2,5,1228,1228,1988,RL,AllPub,TwnhsE
713,129000,4,5,3,6,960,960,1970,RL,AllPub,2fmCon
714,130500,6,8,3,6,1479,725,1976,RL,AllPub,1Fam
715,165000,6,5,3,7,1350,1064,1974,RL,AllPub,1Fam
716,159500,7,8,3,8,2554,718,1890,RM,AllPub,1Fam
717,157000,5,6,3,5,1178,1176,1973,RL,AllPub,1Fam
718,341000,7,5,3,9,2418,1311,1993,RL,AllPub,1Fam
719,128500,5,6,3,5,971,971,1969,RL,AllPub,1Fam
720,275000,8,5,2,5,1742,1742,1985,RL,AllPub,1Fam
721,143000,6,5,1,3,848,848,2004,RM,AllPub,TwnhsE
722,124500,4,7,3,5,864,864,1970,RL,AllPub,1Fam
723,135000,4,6,4,7,1470,941,1954,RL,AllPub,1Fam
724,320000,9,5,3,8,1698,1698,2007,RL,AllPub,1Fam
725,120500,4,6,3,5,864,864,1970,RL,AllPub,1Fam
726,222000,6,9,3,5,1680,880,1988,RL,AllPub,1Fam
727,194500,7,5,2,6,1232,1232,2007,RL,AllPub,1Fam
728,110000,5,5,4,9,1776,1584,1958,RL,AllPub,Duplex
729,103000,4,5,2,5,1208,780,1925,RM,AllPub,1Fam
730,236500,8,5,2,5,1616,1595,1995,RL,AllPub,TwnhsE
731,187500,7,5,3,6,1146,868,2003,RL,AllPub,1Fam
732,222500,7,5,3,8,2031,1153,1998,RL,AllPub,1Fam
733,131400,5,6,3,6,1144,864,1961,RL,AllPub,1Fam
